LATITUDE,LONGITUDE
38.95665558,-77.0201065
38.90268243,-76.97873706
38.88464631,-76.98306838
38.90063608,-76.97771188
38.90418317,-77.00258719
38.90596304,-77.00237328
38.90729692,-76.99805776
38.89981467,-76.97888409
38.90705466,-77.00156269
38.90899572,-77.00088778
38.9076011,-76.9969153
38.9117518,-77.00265942
38.87977225,-76.98498302
38.90579764,-77.00160854
38.90871669,-76.99765027
38.87630551,-76.9871569
38.93044402,-77.02365119
38.84449599,-76.98797312
38.916779,-77.030172
38.8770269,-77.00482403
38.87134746,-77.00682875
38.90649446,-77.05267561
38.87887356,-77.00861892
38.8641336,-77.01247507
38.94574197,-77.09504001
38.90744,-77.011112
38.906683,-77.048361
38.878239,-76.986712
38.960021,-77.032558
38.910052,-77.009356
38.95644231,-77.02692742
38.88254814,-76.98765909
38.927946,-76.980136
38.945679,-77.026151
38.955682,-77.010746
38.93324,-77.022783
38.92617545,-76.98320441
38.93037148,-76.99065715
38.95041699,-77.02750161
38.96630879,-77.02688672
38.95505933,-77.02284657
38.88497296,-76.93218793
38.88220815,-76.98941157
38.91720634,-77.02268016
38.913398,-77.02074
38.90319796,-76.98111597
38.87590641,-77.00854838
38.94272522,-77.02465236
38.9427206,-77.02473529
38.88197583,-76.92890146
38.91966539,-77.03166457
38.94869798,-77.02735548
38.9098233,-76.98549219
38.982809,-77.02680973
38.95921612,-77.07192532
38.86587556,-76.98147752
38.83056262,-77.00735428
38.88400505,-76.95458126
38.83983824,-76.99816257
38.85575584,-76.98658236
38.90948389,-76.99913977
38.87122617,-77.01179193
38.86661744,-77.00992943
38.90951424,-77.00067518
38.86906896,-77.01238121
38.92468879,-77.0134335
38.8742064,-77.00428809
38.83344717,-77.00808283
38.91240498,-77.00936633
38.8830719,-76.98617856
38.97272325,-77.027552
38.94642056,-77.00824791
38.87726084,-77.02163095
38.90443922,-77.02511308
38.90325639,-76.98161031
38.91891171,-77.01525965
38.9019718,-76.97986857
38.92967908,-76.99470728
38.90859167,-77.00286245
38.90418775,-76.92430916
38.89011013,-76.95362678
38.88436039,-76.9558771
38.93842345,-77.025935
38.91236859,-77.03115054
38.93264576,-76.97982415
38.91048251,-77.0093542
38.92834223,-76.99640743
38.95531924,-77.02820219
38.93774073,-77.03396089
38.93773446,-77.03360574
38.91581753,-77.03974834
38.92630365,-76.98264332
38.86254606,-76.9916983
38.9346029,-77.03476653
38.869672,-76.980436
38.9293249,-76.97497111
38.91527244,-77.02065903
38.95655022,-77.02318659
38.9333092,-76.96670544
38.92470386,-76.98757614
38.91898801,-77.03248068
38.82216136,-77.00165767
38.94116032,-77.02606714
38.95799458,-77.00133501
38.92684653,-77.03518853
38.92384118,-77.00088082
38.93035835,-76.97448244
38.92036122,-76.99774698
38.9202773,-76.99807759
38.92442579,-77.07596511
38.95805454,-77.0272175
38.9710006,-77.02746547
38.93013153,-76.99377976
38.89996716,-76.99527114
38.84795152,-76.97895657
38.92732653,-77.03191615
38.9213979,-76.98152502
38.87359085,-76.96969979
38.90519022,-77.00829145
38.90519022,-77.00829145
38.92250391,-76.99132599
38.92934357,-77.02364575
38.91377141,-77.03494651
38.94063294,-77.02555746
38.87153168,-76.97405636
38.92557468,-77.02234608
38.87023454,-76.95988145
38.90407589,-76.97447616
38.89510404,-76.91336764
38.88220102,-76.98929263
38.89805186,-76.98015118
38.85831416,-76.98965765
38.90928354,-76.93076545
38.90350937,-76.92475235
38.93590278,-77.0299621
38.92713318,-76.97944133
38.93614475,-76.99372491
38.92847668,-76.97895357
38.97722724,-77.0178404
38.91309286,-77.00677475
38.91148336,-77.03696234
38.92434052,-77.03574176
38.93303967,-77.03909972
38.85940104,-76.99751513
38.90284995,-77.00933256
38.88896639,-76.9852379
38.93267978,-76.99120584
38.91645047,-77.04875729
38.93256829,-77.0729376
38.92545865,-76.95562644
38.8548883,-76.97065613
38.96073904,-77.02868905
38.90042717,-76.99248945
38.93902092,-77.02449698
38.95424443,-77.02750263
38.92180228,-76.99169186
38.93486634,-77.03246289
38.86916931,-76.98051505
38.86218973,-76.99277945
38.91950208,-77.04298171
38.89999914,-77.00160334
38.92721023,-76.99030109
38.90267429,-76.97495441
38.82716865,-77.01285534
38.91004398,-77.00856688
38.86321324,-76.99195966
38.95181523,-77.01314604
38.85894511,-76.97023681
38.95560697,-77.02026761
38.83669532,-77.00305906
38.92152844,-76.99690098
38.8723248,-76.97672323
38.95659596,-77.0214327
38.90741873,-76.93061415
38.90308138,-76.9343479
38.90358201,-76.98140801
38.93113494,-77.02781745
38.8973889,-76.91617834
38.85892548,-76.96505811
38.92432228,-77.03439376
38.91235692,-77.03299387
38.90451043,-77.01169217
38.93334742,-77.02995491
38.88082317,-76.98754126
38.95663941,-77.02020144
38.95058921,-77.08007964
38.90574028,-76.97994878
38.92162103,-76.97646602
38.89857758,-76.97593445
38.95387696,-77.08263287
38.86189951,-76.99068051
38.94870931,-77.0266572
38.87899085,-77.01826623
38.90076337,-77.01260287
38.95625901,-77.01901426
38.85198087,-76.96472211
38.97529273,-77.0159428
38.90569951,-76.98030401
38.86609237,-76.9824388
38.87386007,-76.97400815
38.94113081,-77.02007328
38.95663243,-77.02048019
38.86675369,-76.98101315
38.87280055,-76.97622041
38.88779838,-76.98383378
38.95673345,-77.01683971
38.91988565,-77.02733243
38.86634493,-76.98181202
38.95656524,-77.00151785
38.87158057,-76.97397129
38.84474474,-76.99731278
38.88612337,-76.98339721
38.96084147,-77.02829518
38.90802846,-77.0116411
38.93583971,-76.99074605
38.95640595,-77.01132468
38.9259464,-77.02342459
38.91331111,-77.01545873
38.93755881,-77.03379586
38.98049228,-77.02678001
38.94491549,-77.00572989
38.86399461,-76.98090293
38.8444869,-76.99106223
38.87901567,-77.01122366
38.90544717,-76.9738124
38.9224089,-76.99160761
38.92769458,-76.99982828
38.93102074,-77.02587671
38.82794395,-76.99675843
38.89948835,-76.98130625
38.90954359,-77.00945461
38.9565894,-77.02178424
38.8612395,-76.96788618
38.9444879,-77.02643588
38.92432062,-77.0228817
38.95608877,-77.02154988
38.94371492,-77.01447479
38.90741939,-76.93081695
38.90741987,-76.93102218
38.93800263,-77.01802852
38.94025829,-77.0253775
38.90268605,-76.97786054
38.89563221,-76.98805383
38.90326175,-76.97923251
38.9500397,-77.02685659
38.9037804,-76.99198852
38.91051517,-77.00780182
38.92974847,-76.9909903
38.92294477,-77.08088304
38.93035285,-76.99119436
38.9013248,-76.98609467
